eventid;iyear;imonth;iday;approxdate;extended;resolution;country;country_txt;region;region_txt;provstate;city;latitude;longitude;specificity;vicinity;location;summary;crit1;crit2;crit3;doubtterr;alternative;alternative_txt;multiple;success;suicide;attacktype1;attacktype1_txt;attacktype2;attacktype2_txt;attacktype3;attacktype3_txt;targtype1;targtype1_txt;targsubtype1;targsubtype1_txt;corp1;target1;natlty1;natlty1_txt;targtype2;targtype2_txt;targsubtype2;targsubtype2_txt;corp2;target2;natlty2;natlty2_txt;targtype3;targtype3_txt;targsubtype3;targsubtype3_txt;corp3;target3;natlty3;natlty3_txt;gname;gsubname;gname2;gsubname2;gname3;ingroup;ingroup2;ingroup3;gsubname3;motive;guncertain1;guncertain2;guncertain3;nperps;nperpcap;claimed;claimmode;claimmode_txt;claim2;claimmode2;claimmode2_txt;claim3;claimmode3;claimmode3_txt;compclaim;weaptype1;weaptype1_txt;weapsubtype1;weapsubtype1_txt;weaptype2;weaptype2_txt;weapsubtype2;weapsubtype2_txt;weaptype3;weaptype3_txt;weapsubtype3;weapsubtype3_txt;weaptype4;weaptype4_txt;weapsubtype4;weapsubtype4_txt;weapdetail;nkill;nkillus;nkillter;nwound;nwoundus;nwoundte;property;propextent;propextent_txt;propvalue;propcomment;ishostkid;nhostkid;nhostkidus;nhours;ndays;divert;kidhijcountry;ransom;ransomamt;ransomamtus;ransompaid;ransompaidus;ransomnote;hostkidoutcome;hostkidoutcome_txt;nreleased;addnotes;scite1;scite2;scite3;dbsource;INT_LOG;INT_IDEO;INT_MISC;INT_ANY;related
2,01002E+11;2010;2;25;;0;;217;United States;1;North America;New York;New York City;40.809016;-73.948348;1;0;The attack took place in a train station in Harlem in New York.;02/25/2010: On Thursday, at the train station in Harlem, New York City, New York, USA, police arrested Roosevelt Terry, an amputee who planted a bag of small explosives wrapped in shotgun shells, bullets, glue, lug nuts and pens in a waiting area at a station. No group claimed responsibility. There were no reported casualties or damage.;1;1;1;0;;.;0;0;0;3;Bombing/Explosion;;.;;.;19;Transportation;100;Train/Train Tracks/Trolley;;The targets were private citizens.;217;United States;;.;;.;;;;.;;.;;.;;;;.;Unaffiliated Individual(s);;;;;20202;;;;The specific motive for the attack is unknown.;0;;;1;1;0;;.;;;.;;;.;;6;Explosives/Bombs/Dynamite;17;Other Explosive Type;;.;;.;;.;;.;;.;;.;An improvised explosive device was used in the attack consisting of a bag of small explosives wrapped in shotgun shells, bullets, glue, lug nuts, and pens.;0;0;0;0;0;0;0;;.;;;0;;;;;;;;;;;;;;.;;;"Wall Street Journal, ""Amputee Arrested in Alleged Bomb Attempt,"" http://online.wsj.com/article/SB10001424052748704479404575088111782246950.html?mod=googlenews_wsj (February 25, 2010.)";"Wall Street Journal, ""Police Arrest Amputee in Bombing Attempt,"" LexisNexis Academic, Wall Street Journal, February 26, 2010.";;ISVG;-9;-9;0;-9;
2,01003E+11;2010;3;4;;0;;217;United States;1;North America;Virginia;Arlington;38.871857;-77.056267;1;0;At the entrance gates to the Pentagon;3/4/2010: At roughly 6:40 p.m., John Patrick Bedell walked up to the entrance of the Pentagon- in Arlington, Virginia, United States- drew out a gun and fired, wounding two police officers. Bedell was shot and critically wounded.  He later died of his wounds in the hospital.  The two police officers had non-life-threatening injuries and survived.;1;1;1;0;;.;0;1;0;2;Armed Assault;;.;;.;2;Government (General);21;Government Building/Facility/Office;United States Government;Pentagon Building;217;United States;;.;;.;;;;.;;.;;.;;;;.;Unaffiliated Individual(s);;;;;20202;;;;The specific motive is unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,01004E+11;2010;4;30;;0;;217;United States;1;North America;Colorado;Denver;39.74001;-104.992259;1;0;The attack took place at a sheepskin factory in Denver, Colorado, United States of America.;04/30/2010: On Friday night at 0315, in Denver, Colorado, United States of America, assailants set fire to a sheepskin factory and burned it to the ground. This is the second sheepskin factory in Colorado to be burned down. Police arrested one Walter Edmund Bond in connection to the sheepskin factory fire. The Animal Liberation Front claimed responsibility for the incident on the internet blog of BiteBack magazine.;1;1;1;0;;.;0;1;0;7;Facility/Infrastructure Attack;;.;;.;1;Business;5;Industrial/Textiles/Factory;Sheepskin Factory;A sheepskin factory;217;United States;;.;;.;;;;.;;.;;.;;;;.;Animal Liberation Front (ALF);North America;;;;291;;;;The specific motive for the attack is to stop the sheepskin business in Colorado.;0;;;1;1;1;7;Posted to website, blog, etc.;;;.;;;.;;8;Incendiary;18;Arson/Fire;;.;;.;;.;;.;;.;;.;An unknown incendiary device was used in the attack.;0;0;0;0;0;0;1;3;Minor (likely < $1 million);;The attack destroyed a sheepskin factory.;0;;;;;;;;;;;;;;.;;;"Animal Liberation Press Office, ""Sheepskin Factory Burned to the Ground,"" http://www.animalliberationpressoffice.org/ (May 25, 2010).";"Denver Channel, ""Suspect Arrested In Sheepskin Factory Arson,"" http://www.thedenverchannel.com/news/24370519/detail.html?taf=den (July 24, 2010).";"CBS 4 Denver, ""Arrest Made In Sheepskin Factory Fire,"" http://cbs4denver.com/news/sheepskin.fire.arrest.2.1821401.html (July 23, 2010).";ISVG;0;1;0;1;
2,01005E+11;2010;5;1;;0;;217;United States;1;North America;New York;New York City;40.712784;-74.005941;1;0;The attempted car-bombing attack occurred in the Times Square area, which is located in New York City, New York, United States. The vehicle was parked on 45th Street, between Seventh and Eighth Avenues.;05/01/2010: On Saturday evening at approximately 1830, in New York City, New York, United States of America, a t-shirt vendor located between 45th Street and Seventh and Eighth Avenues noticed a dark-colored Sport Utility Vehicle (SUV) parked at the curb with its engine running and its hazard lights on. Officer Wayne Rhatigan, a member of the New York Police Department's mounted division, was alerted by the vendor and then approached the vehicle and looked inside, where he spotted a box that was smoking and was able to smell gunpowder. The NYPD Bomb Squad was called to the scene, where they deployed a robotic device to break the SUV's back windows and to observe what was inside the vehicle. In the vehicle, police discovered the following: three 20-gallon propane canisters;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,01005E+11;2010;5;10;;0;;217;United States;1;North America;Florida;Jacksonville;30.33138;-81.655799;1;0;;5/10/2010: In Jacksonville, Florida, United States a pipe bomb exploded at roughly 6:35 p.m. in a mosque during evening prayers.  Sixty people were inside the building praying, but no one was injured or killed.  There have been no claims of responsibility.;1;1;1;0;;.;0;1;0;3;Bombing/Explosion;;.;;.;15;Religious Figures/Institutions;86;Place of Worship;Mosque;Islamic Center of Northeast Florida;217;United States;;.;;.;;;;.;;.;;.;;;;.;Unknown;;;;;-9;;;;The motive behind this attack is unknown and may be considered a hate crime.;0;;;-99;0;0;;.;;;.;;;.;;6;Explosives/Bombs/Dynamite;17;Other Explosive Type;;.;;.;;.;;.;;.;;.;Pipebomb;0;0;0;0;0;0;1;4;Unknown;;There was a small fire and the wall where the bomb was left was blackened.;0;;;;;;;;;;;;;;.;;;"""FBI Finds Pipe Bomb Used in Blast at Fla. Mosque"", AOL News, May 12, 2010";;;UMD Miscellaneous;-9;-9;0;-9;
2,01006E+11;2010;6;5;;0;;217;United States;1;North America;Utah;Salt Lake City;40.759505;-111.888229;1;0;;06/05/2010: On Saturday night at about 0315, in Salt Lake City, Utah, United States, the Tandy Leather Factory store, located on 1107 South State Street, was set on fire by Walter Edmund Bond, a member of the Animal Liberation Front (ALF) - North America, who claimed responsibility for the incident on the BiteBack Animal Liberation Front website. The store sustained $20,000 of damage from the arson attack. Bond was later arrested in Glendale, Colorado on 07/24/2010.;1;1;1;0;;.;0;1;0;7;Facility/Infrastructure Attack;;.;;.;1;Business;7;Retail/Grocery/Bakery;Tandy Leather Factor;The Tandy Leather Factory store;217;United States;;.;;.;;;;.;;.;;.;;;;.;Animal Liberation Front (ALF);North America;;;;291;;;;"According to the claim of responsibility posted to the BiteBack website, the arson attack was carried out ""in defense and retaliation for all the innocent animals that have died cruelly at the hands of human oppressors.""";0;;;1;1;1;7;Posted to website, blog, etc.;;;.;;;.;;8;Incendiary;18;Arson/Fire;;.;;.;;.;;.;;.;;.;An unknown incendiary device was used in the attack.;0;0;0;0;0;0;1;3;Minor (likely < $1 million);;The store sustained $20,000 of damage from the arson attack.;0;;;;;;;;;;;;;;.;;;"BiteBack, ""Leather Store Damaged by Arson,"" BiteBack, June 11, 2010, http://www.directaction.info/news_jun11_10.htm.";"Denver Channel 7, Wayne Harrison, ""Suspect Arrested in Sheepskin Factory Arson,"" http://www.thedenverchannel.com/news/24370519/detail.html?taf=den (July 24, 2010).";"National Counterterrorism Center, ""One Store Damaged in Arson by ALF in Salt Lake City, Utah, United States,"" Worldwide Incidents Tracking System, October 26, 2010.";ISVG;0;1;0;1;
2,01007E+11;2010;7;7;;1;;217;United States;1;North America;Utah;Sandy;40.564938;-111.839048;1;0;;07/07/2010: On Wednesday morning at 0800, in Sandy, Utah, United States, a member of the Animal Liberation Front, set a small fire at the Tiburon restaurant, causing about $10,000 in damages but no casualties. The Animal Liberation Front has claimed responsibility for the arson attack.;1;1;1;0;;.;0;1;0;7;Facility/Infrastructure Attack;;.;;.;1;Business;2;Restaurant/Bar/Café;;The Tiburon restaurant in Sandy, Utah was targeted during the arson attack.;217;United States;;.;;.;;;;.;;.;;.;;;;.;Animal Liberation Front (ALF);North America;;;;291;;;;The specific motive for the attack is unknown.;0;;;1;0;1;10;Unknown;;;.;;;.;;8;Incendiary;18;Arson/Fire;;.;;.;;.;;.;;.;;.;An unknown incendiary device was used in the attack.;0;0;0;0;0;0;1;3;Minor (likely < $1 million);10000;The attack cause damaged furniture and the structure of the restaurant.;0;;;;;;;;;;;;;;.;;;Animal Liberation Press Office, Marcos Ortiz, Animal Activist Claims Responsibility for Arson, http://www.animalliberationpressoffice.org/Media/Media_10-07-07_tiburonfire_abc4.htmFires (July 07, 2010).;Sheena Mc Farland, Fire at Tiburon Restaurant Likely Set by Arsonist, Salt Lake Tribune, July 02, 2010.;;ISVG;0;1;0;1;
2,01007E+11;2010;7;27;;0;;217;United States;1;North America;Oregon;Astoria;46.187884;-123.831253;1;0;;7/27/2010: A farm was firebombed near Astoria, Oregon, United States.  Members of the Animal Liberation Front (ALF) claimed responsibility for the attack, stating that the farm was an active mink farm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,01009E+11;2010;9;1;;0;;217;United States;1;North America;Maryland;Silver Spring;38.995508;-77.028075;1;0;The incident occurred at 1 Discovery Place at the corner of Georgia Avenue and Colesville Road in Silver Spring, MD;09/01/2010: James Lee took three hostages, two employees and the security guard, at the Discovery Communications headquarters building in Silver Spring, Maryland in the United States. Lee entered the building at about 1:00pm waving a starter pistol (which was believed to be a gun at the time), with four crude explosive strapped to his body, two were propane cylinders with pipes attached that contained shotgun shells, and the other two were pipe bombs.  Lee also had a second starter pistol on him as he held the hostages for four hours as negotiators spoke with him. Lee was motivated by his disapproval of the Discovery network's television programming and in his manifesto on the internet, he laid out 11 demands for the network to change it's programming to focus on sterilization and infertility of humans rather than showcasing overpopulation, and Lee viewed the shows to be doing little to save the planet. When one hostage tried to run, Lee pointed a pistol at him, at which time Lee was shot to death by police snipers.  All three hostages were freed unharmed and the rest of the 1,900 employees of the building were able to escape unharmed as well.;1;1;1;0;;.;0;1;1;5;Hostage Taking (Barricade Incident);;.;;.;10;Journalists & Media;55;Television Journalist/Staff/Facility;Discovery Communications;Discovery Communications headquarters offices and employees;217;United States;;.;;.;;;;.;;.;;.;;;;.;Unaffiliated Individual(s);;;;;20202;;;;Lee opposed the programming of the Discovery channel, which he felt promoted overpopulation. Instead, he felt that the program should showcase more shows on infertility and sterilization to curb the growth of the human population. Additionally, he felt that shows did little in the way of promoting ways to save the planet.;0;;;1;0;0;;.;;;.;;;.;;6;Explosives/Bombs/Dynamite;13;Suicide (carried bodily by human being);7;Fake Weapons;;.;;.;;.;;.;;.;two starter pistols, four IEDs (two propane cylinders strapped to body with pipes holding shotgun shells, and two pipe bombs);1;1;1;0;0;0;0;;.;;;1;3;3;4;0;;;0;;;;;;5;Successful Rescue;3;Articles disagree as to whether or not an explosive device strapped on Lee actually detonated as he was shot by police, or if it was disarmed afterward. Four more bombs were also found at a residence in Maryland.  In 2008, Lee pled guilty to disorderly conduct for protesting outside the Discovery building.;"CNN Staff, ""Gunman at Discovery Channel HQ shot dead, hostages rescued,"" CNN.com, September 1, 2010.";"""Gunman's body removed from Discovery building,"" Associated Press Online, September 2, 2010.";"""More Bombs Found in Discovery Standoff Case,"" MSNBC.com, September 2, 2010.";UMD Miscellaneous;-9;-9;0;-9;
2,0101E+11;2010;10;0;October 16-17, 2010;0;;217;United States;1;North America;Virginia;Triangle;38.544054;-77.343246;1;0;;10/16/2010: Shots were fired overnight at the National Museum of the Marine Corps in the town of Triangle, Virginia, United States.  No one was in the building at the time of the attack but the several windows were damaged.  Yonathan Melaku, a Marine Corps reservist, was arrested on June 17, 2011, for an unrelated incident but was charged on June 21, 2011, for the Museum shooting and several other similar attacks in the area, including a second shooting on the National Museum of the Marine Corps, another at the Pentagon, and two at recruiting stations.  Sources report that Melaku was fascinated by Al-Qa`ida, but did not claim to be a member of the organization.;1;1;1;0;;.;0;1;0;7;Facility/Infrastructure Attack;;.;;.;12;NGO;61;Domestic NGO;United States military;National Museum of the Marine Corps;217;United States;;.;;.;;;;.;;.;;.;;;;.;Unaffiliated Individual(s);;;;;20202;;;;"Specific motive is unknown, but the assailant was fascinated with Al-Qa`ida and was video-taped stating ""Allahu Akbar'' (God is great) while shooting at the museum";0;;;1;1;0;;.;;;.;;;.;;5;Firearms;5;Unknown Gun Type;;.;;.;;.;;.;;.;;.;9 mm shell casings were found on the assailant;0;0;0;0;0;0;1;3;Minor (likely < $1 million);20000;Several windows were hit with bullets;0;;;;;;;;;;;;;;.;;Sources provide different descriptions of the weapon used: one states it was likely a rifle, another states it was a handgun, and the third states it was a semi-automatic weapon.  This is one of a series of attacks (see GTD ID 201010000002, 201010190014, 201010250026, 201011000001).;"""Police: Bullet holes discovered in windows at national Marine Corps museum in northern Va.,"" Associated Press, October 19, 2010.";"Devlin Barrett, ""FBI charges reservist in Pentagon shootings,"" The Wall Street Journal, June 24, 2011.";"Matthew Cella, ""Suspect charged in shootings at military facilities,"" The Washington Times, June 24, 2011.";UMD Miscellaneous;-9;-9;0;-9;
2,0101E+11;2010;10;0;October 28-29, 2010;0;;217;United States;1;North America;Virginia;Triangle;38.544054;-77.343246;1;0;;10/28/2010: Shots were fired for the second time in two weeks at the National Museum of the Marine Corps in the town of Triangle, Virginia, United States.  No one was in the building at the time of the attack and there were no reports of major damage.  Yonathan Melaku, a Marine Corps reservist, was arrested on June 17, 2011, for an unrelated incident but was charged on June 21, 2011, for the Museum shooting and several other similar attacks in the area, including the second shooting on the National Museum of the Marine Corps, another at the Pentagon, and two at recruiting stations.  Sources report that Melaku was fascinated by Al-Qa`ida, but did not claim to be a member of the organization.;1;1;1;0;;.;0;1;0;7;Facility/Infrastructure Attack;;.;;.;12;NGO;61;Domestic NGO;United States military;National Museum of the Marine Corps;217;United States;;.;;.;;;;.;;.;;.;;;;.;Unaffiliated Individual(s);;;;;20202;;;;"Specific motive is unknown, but the assailant was fascinated with Al-Qa`ida and was video-taped stating ""Allahu Akbar'' (God is great) while shooting at the museum";0;;;1;1;0;;.;;;.;;;.;;5;Firearms;5;Unknown Gun Type;;.;;.;;.;;.;;.;;.;9 mm shell casings were found on the assailant;0;0;0;0;0;0;-9;;.;;;0;;;;;;;;;;;;;;.;;;"""Fears grow after fourth shooting at US military target,"" Agence France Presse, October 29, 2010.";"Devlin Barrett, ""FBI charges reservist in Pentagon shootings,"" The Wall Street Journal, June 24, 2011.";"Matthew Cella, ""Suspect charged in shootings at military facilities,"" The Washington Times, June 24, 2011.";UMD Miscellaneous;-9;-9;0;-9;
2,0101E+11;2010;10;19;;0;;217;United States;1;North America;Virginia;Arlington;38.871857;-77.056267;1;0;;10/19/2010: Shots were fired at the Pentagon located in Arlington, Virginia, United States.  Security reported hearing between five and seven shots fired at the building at 4:55 am.  No one was injured in the attack but two windows were damaged.  Yonathan Melaku, a Marine Corps reservist, was arrested on June 17, 2011, for an unrelated incident but was charged on June 21, 2011, for the Pentagon shooting and several other similar attacks in the area, including two shootings on the National Museum of the Marine Corps, and two at Marine Corps and Coast Guard recruiting stations.  Sources report that Melaku was fascinated by Al-Qa`ida, but did not claim to be a member of the organization.;1;1;1;0;;.;0;1;0;7;Facility/Infrastructure Attack;;.;;.;2;Government (General);21;Government Building/Facility/Office;United States military;The Pentagon;217;United States;;.;;.;;;;.;;.;;.;;;;.;Unaffiliated Individual(s);;;;;20202;;;;"Specific motive is unknown, but the assailant was fascinated with Al-Qa`ida and was video-taped stating ""Allahu Akbar'' (God is great) while shooting at a military facility";0;;;1;1;0;;.;;;.;;;.;;5;Firearms;5;Unknown Gun Type;;.;;.;;.;;.;;.;;.;Sources state the weapon may have been a high velocity rifle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,0101E+11;2010;10;25;;0;;217;United States;1;North America;Virginia;Chantilly;38.894279;-77.431099;1;0;;10/25/2010: Shots were fired overnight at a Marine Corps recruiting substation in Chantilly, Virginia, United States.  No one was injured and no major damage was reported.  Yonathan Melaku, a Marine Corps reservist, was arrested on June 17, 2011, for an unrelated incident but was charged on June 21, 2011, for the Chantilly shooting and several other similar attacks in the area, including two shootings on the National Museum of the Marine Corps, one at the Pentagon, and one at a Coast Guard recruiting station.  Sources report that Melaku was fascinated by Al-Qa`ida, but did not claim to be a member of the organization.;1;1;1;0;;.;0;1;0;7;Facility/Infrastructure Attack;;.;;.;4;Military;28;Military Recruiting Station/Academy;United States military;A Marine Corps recruiting substation in Chantilly;217;United States;;.;;.;;;;.;;.;;.;;;;.;Unaffiliated Individual(s);;;;;20202;;;;"Specific motive is unknown, but the assailant was fascinated with Al-Qa`ida and was video-taped stating ""Allahu Akbar'' (God is great) while shooting at a military facility";0;;;1;1;0;;.;;;.;;;.;;5;Firearms;5;Unknown Gun Type;;.;;.;;.;;.;;.;;.;9 mm shell casings were found on the assailant;0;0;0;0;0;0;-9;;.;;;0;;;;;;;;;;;;;;.;;;"Alicia A. Caldwell, ""Same gun shot at Pentagon, Marines' museum";;;;;;;;
2,01011E+11;2010;11;0;November 1-2, 2010;0;;217;United States;1;North America;Virginia;Woodbridge;38.658172;-77.249705;1;0;A Coast Guard recruiting station in a strip mall in Woodbridge;11/1/2010: Shots were fired overnight at a Coast Guard recruiting station in Woodbridge, Virginia, United States.  No one was injured and the strip mall, where the station was located, suffered only minor damage.  Yonathan Melaku, a Marine Corps reservist, was arrested on June 17, 2011, for an unrelated incident but was charged on June 21, 2011, for the Woodbridge shooting and several other similar attacks in the area, including two shootings on the National Museum of the Marine Corps, one at the Pentagon, and one at a Marine Corps recruiting station.  Sources report that Melaku was fascinated by Al-Qa`ida, but did not claim to be a member of the organization.;1;1;1;0;;.;0;1;0;7;Facility/Infrastructure Attack;;.;;.;4;Military;28;Military Recruiting Station/Academy;United States Coast Guard;A Coast Guard recruiting station in Woodbridge;217;United States;;.;;.;;;;.;;.;;.;;;;.;Unaffiliated Individual(s);;;;;20202;;;;"Specific motive is unknown, but the assailant was fascinated with Al-Qa`ida and was video-taped stating ""Allahu Akbar'' (God is great) while shooting at a military facility";0;;;1;1;0;;.;;;.;;;.;;5;Firearms;5;Unknown Gun Type;;.;;.;;.;;.;;.;;.;9 mm shell casings were found on the assailant;0;0;0;0;0;0;1;4;Unknown;;Minor damage to the strip mall;0;;;;;;;;;;;;;;.;;;"""Gun fired at Coast Guard office";;;;;;;;
2,01011E+11;2010;11;16;;0;;217;United States;1;North America;California;Los Angeles;34.05349;-118.245319;1;0;The incident occurred at the University of Los Angeles.;11/16/2010: On Tuesday, at the University of Los Angeles, Los Angeles, California, United States, members of the Justice Department, an animal rights group, sent AIDS infected razor blades to Stephanie Groman and David Jentsch, primate vivisectors, with the message to stop vivisection. Officials, however, have not confirmed that the blood on the razors was contaminated with AIDS. The group issued a claim of responsibility through three separate anonymous communiqués obtained by the North American Animal Liberation Press Office and the BiteBack magazine website, in addition to issuing more threats that vivisectors' throats would be cut if they did not stop primate vivisection.;1;1;1;0;;.;0;0;0;8;Unarmed Assault;;.;;.;8;Educational Institution;50;Other Personnel;University of Los Angeles;Stephanie Groman and David Jentsch, primate vivisectors working for the University of Los Angeles,;217;United States;;.;;.;;;;.;;.;;.;;;;.;The Justice Department;;;;;20253;;;;The attack was carried out to protest primate vivisection.;0;;;-99;0;1;7;Posted to website, blog, etc.;;;.;;;.;;1;Biological;;.;;.;;.;;.;;.;;.;;.;Un unspecified number of razor blades containing blood that was claimed by the perpetrators to be contaminated with AIDS was used in the attack.;0;0;0;0;0;0;0;;.;;;0;;;;;;;;;;;;;;.;;;"Bite Back, ""UCLA Vivisector Receives Threat,"" Bite Back, November 16, 2010, http://directaction.info/news_nov16_10.htm.";"Michael Martinez &, Nick Valencia, ""Activist Group Claims to Send AIDS-Tainted Razors to Animal Researcher,"" CNN, November 24, 2010, http://www.cnn.com/2010/US/11/24/california.ucla.threat/index.html?hpt=T2.";"Robert Faturechi, ""UCLA Researcher Says He Won't Be Deterred by Animal Activists' Attacks,"" Los Angeles Times, November 25, 2010, www.latimes.com/health/la-me-targeted-professor-20101125,0,3117053.story.";ISVG;0;1;0;1;
2,01101E+11;2011;1;6;;0;;217;United States;1;North America;Maryland;Annapolis;38.9767;-76.489934;1;0;The incident occurred at the governor's office and the transportation secretary's office.;"01/06/2011: On Thursday, in Annapolis Maryland, United States, a package was sent to Governor Martin O'Malley The package was one of two received on the same day, the other was sent to Transportation Secretary Beverly Swaim-Staley. The package was opened by a government employee, and subsequently ignited and burned the employee's fingers. No other casualties took place. Explosive material was not found in the package but a small battery and an electric match which ignited the material were recovered. The same note was found in both of the packages as well, stating ""Report suspicious activity! Total Bull----! You have created a self fulfilling prophecy."" Investigators indicated these notes are in opposition of highway signs urging motorists to report suspicious activity. No group claimed responsibility for the attack.";1;1;1;0;;.;1;1;0;2;Armed Assault;;.;;.;2;Government (General);18;Government Personnel (excluding police, military);Maryland State Government;Governor Martin O'Malley;217;United States;;.;;.;;;;.;;.;;.;;;;.;Unknown;;;;;-9;;;;The specific motive for the attack was to show opposition to highway signs that urge motorists to report suspicious activity.;0;;;-99;0;0;;.;;;.;;;.;;8;Incendiary;18;Arson/Fire;;.;;.;;.;;.;;.;;.;An unknown incendiary device was used in the attack.;0;0;0;1;0;0;0;;.;;;0;;;;;;;;;;;;;;.;;;"Time Magazine, ""Third Parcel Ignites in Postal Facility,"" Time Magazine, January 7, 2011, http://www.time.com/time/nation/article/0,8599,2041347,00.html#ixzz1AOKIvlKn.";"Fox News, ""Devices Detonate at Maryland Government Buildings,"" http://www.foxnews.com/us/2011/01/07/fiery-packages-maryland-mailrooms-alert/ (January 7, 2011).";"ABC Premium News, ""Third Envelope Ignites at US Post Office,"" LexisNexis Academic, ABC Premium News, January 8, 2011.";ISVG;-9;-9;0;-9;2,01101E+11
2,01101E+11;2011;1;6;;0;;217;United States;1;North America;Maryland;Hanover;39.192978;-76.7238;1;0;The Transportation Secretary's office building;"01/06/2011: On Thursday, in Hanover, Maryland, United States, a package was sent to Transportation Secretary Beverly Swaim-Staley. The package was one of two received on the same day, the other was sent to Governor Martin O'Malley. The package was opened by a government employee, subsequently ignited and burned the employee's fingers. No other casualties took place. Explosive material was not found in the package but a small battery and an electric match which ignited the material were recovered. The same note was found in both of the packages as well, stating ""Report suspicious activity! Total Bull----! You have created a self fulfilling prophecy."" Investigators indicated these notes are in opposition of highway signs urging motorists to report suspicious activity. No group claimed responsibility for the attack.";1;1;1;0;;.;1;1;0;2;Armed Assault;;.;;.;2;Government (General);18;Government Personnel (excluding police, military);Maryland State Government;Transportation Secretary Beverly Swaim-Staley;217;United States;;.;;.;;;;.;;.;;.;;;;.;Unknown;;;;;-9;;;;The specific motive for the attack was to show opposition to highway signs that urge motorists to report suspicious activity.;0;;;-99;0;0;;.;;;.;;;.;;8;Incendiary;18;Arson/Fire;;.;;.;;.;;.;;.;;.;An unknown incendiary device was used in the attack.;0;0;0;1;0;0;0;;.;;;0;;;;;;;;;;;;;;.;;;"Time Magazine, ""Third Parcel Ignites in Postal Facility,"" Time Magazine, January 7, 2011, http://www.time.com/time/nation/article/0,8599,2041347,00.html#ixzz1AOKIvlKn.";"Fox News, ""Devices Detonate at Maryland Government Buildings,"" http://www.foxnews.com/us/2011/01/07/fiery-packages-maryland-mailrooms-alert/ (January 7, 2011).";"ABC Premium News, ""Third Envelope Ignites at US Post Office,"" LexisNexis Academic, ABC Premium News, January 8, 2011.";UMD Miscellaneous;-9;-9;0;-9;2,01101E+11
2,01101E+11;2011;1;7;;0;;217;United States;1;North America;District of Columbia;Washington;38.89037;-77.031959;1;0;At a postal sorting facility in Washington, DC.;01/07/2011: On Friday, in Washington, District of Columbia, United States, an envelope addressed to Homeland Security Secretary Janet Napolitano ignited at a postal sorting facility. The envelope was not opened and therefore did not cause any casualties or property damage. No group claimed responsibility for the attack.;1;1;1;0;;.;0;0;0;3;Bombing/Explosion;;.;;.;2;Government (General);18;Government Personnel (excluding police, military);American Government;The target of the attack was Homeland Security Secretary Janet Napolitano.;217;United States;;.;;.;;;;.;;.;;.;;;;.;Unknown;;;;;-9;;;;The specific motive for the attack was to intimidate the American government.;0;;;-99;0;0;;.;;;.;;;.;;6;Explosives/Bombs/Dynamite;9;Letter Bomb;;.;;.;;.;;.;;.;;.;An unknown incendiary device was used in the attack.;0;0;0;0;0;0;0;;.;;;0;;;;;;;;;;;;;;.;;;"CNN, ""At Least One Envelope Ignited in DC Postal Facility,"" CNN, January 7, 2011, http://www.cnn.com/2011/CRIME/01/07/district.of.columbia.mail.ignited/index.html?hpt=T1&iref=BN1.";"Time Magazine, ""Third Parcel Ignites in Postal Facility,"" Time Magazine, January 7, 2011, http://www.time.com/time/nation/article/0,8599,2041347,00.html#ixzz1AOKIvlKn.";"Washington Post, ""Suspicious Package Reported at DC Mail Facility,"" Associated Press, http://www.washingtonpost.com/wp-dyn/content/article/2011/01/12/AR2011011203159.html?hpid=moreheadlines.";ISVG;-9;-9;0;-9;
